         132356 function calls (120601 primitive calls) in 0.384 seconds

   Ordered by: cumulative time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        6    0.000    0.000    0.001    0.000 C:\Users\decle\PycharmProjects\tws_optionflow_pro_v2\.venv\Lib\site-packages\plotly\basedatatypes.py:1849(_set_in)
       19    0.000    0.000    0.001    0.000 C:\Users\decle\PycharmProjects\tws_optionflow_pro_v2\.venv\Lib\site-packages\plotly\basedatatypes.py:5885(__contains__)
    11279    0.001    0.000    0.001    0.000 {built-in method builtins.id}
       61    0.000    0.000    0.001    0.000 C:\Users\decle\PycharmProjects\tws_optionflow_pro_v2\.venv\Lib\site-packages\pandas\core\dtypes\missing.py:101(isna)
    28/27    0.000    0.000    0.001    0.000 C:\Users\decle\PycharmProjects\tws_optionflow_pro_v2\.venv\Lib\site-packages\pandas\core\array_algos\take.py:59(take_nd)
       40    0.000    0.000    0.001    0.000 C:\Users\decle\PycharmProjects\tws_optionflow_pro_v2\.venv\Lib\site-packages\plotly\basedatatypes.py:5878(__getitem__)
      160    0.001    0.000    0.001    0.000 C:\Users\decle\PycharmProjects\tws_optionflow_pro_v2\.venv\Lib\site-packages\pandas\core\generic.py:6236(__finalize__)
       15    0.000    0.000    0.001    0.000 C:\Users\decle\PycharmProjects\tws_optionflow_pro_v2\.venv\Lib\site-packages\pandas\core\indexing.py:2632(check_bool_indexer)
        2    0.000    0.000    0.001    0.000 C:\Users\decle\PycharmProjects\tws_optionflow_pro_v2\.venv\Lib\site-packages\pandas\core\reshape\concat.py:622(get_result)
        1    0.000    0.000    0.001    0.001 C:\Users\decle\PycharmProjects\tws_optionflow_pro_v2\.venv\Lib\site-packages\plotly\graph_objs\layout\_scene.py:1637(__init__)
       61    0.000    0.000    0.001    0.000 C:\Users\decle\PycharmProjects\tws_optionflow_pro_v2\.venv\Lib\site-packages\pandas\core\dtypes\missing.py:184(_isna)
        9    0.000    0.000    0.001    0.000 C:\Users\decle\PycharmProjects\tws_optionflow_pro_v2\.venv\Lib\site-packages\_plotly_utils\basevalidators.py:1646(<listcomp>)
       13    0.000    0.000    0.001    0.000 C:\Users\decle\PycharmProjects\tws_optionflow_pro_v2\.venv\Lib\site-packages\plotly\basedatatypes.py:157(_check_path_in_prop_tree)
       28    0.000    0.000    0.001    0.000 C:\Users\decle\PycharmProjects\tws_optionflow_pro_v2\.venv\Lib\site-packages\pandas\core\frame.py:1496(items)
       12    0.000    0.000    0.001    0.000 C:\Users\decle\PycharmProjects\tws_optionflow_pro_v2\.venv\Lib\site-packages\pandas\core\internals\managers.py:557(copy)
        9    0.000    0.000    0.001    0.000 C:\Users\decle\PycharmProjects\tws_optionflow_pro_v2\.venv\Lib\site-packages\pandas\core\indexing.py:985(_convert_tuple)
        4    0.000    0.000    0.001    0.000 C:\Users\decle\PycharmProjects\tws_optionflow_pro_v2\.venv\Lib\site-packages\pandas\core\indexing.py:1205(_getbool_axis)
       48    0.000    0.000    0.001    0.000 C:\Users\decle\PycharmProjects\tws_optionflow_pro_v2\.venv\Lib\site-packages\plotly\basedatatypes.py:4673(__getitem__)
        1    0.000    0.000    0.001    0.001 C:\Users\decle\PycharmProjects\tws_optionflow_pro_v2\.venv\Lib\site-packages\plotly\graph_objs\layout\_colorscale.py:169(__init__)
        9    0.000    0.000    0.001    0.000 C:\Users\decle\PycharmProjects\tws_optionflow_pro_v2\.venv\Lib\site-packages\pandas\core\indexing.py:989(<listcomp>)
       38    0.000    0.000    0.001    0.000 C:\Users\decle\PycharmProjects\tws_optionflow_pro_v2\.venv\Lib\site-packages\plotly\basedatatypes.py:91(_split_and_chomp)
       14    0.001    0.000    0.001    0.000 C:\Users\decle\PycharmProjects\tws_optionflow_pro_v2\.venv\Lib\site-packages\pandas\core\internals\managers.py:2246(_stack_arrays)
        1    0.000    0.000    0.001    0.001 C:\Users\decle\PycharmProjects\tws_optionflow_pro_v2\.venv\Lib\site-packages\pandas\core\groupby\ops.py:735(has_dropped_na)
       18    0.000    0.000    0.001    0.000 C:\Users\decle\PycharmProjects\tws_optionflow_pro_v2\.venv\Lib\site-packages\pandas\core\indexing.py:1452(_convert_to_indexer)
        1    0.000    0.000    0.001    0.001 C:\Users\decle\PycharmProjects\tws_optionflow_pro_v2\.venv\Lib\site-packages\plotly\graph_objs\_bar.py:2632(__init__)
        1    0.000    0.000    0.001    0.001 C:\Users\decle\PycharmProjects\tws_optionflow_pro_v2\.venv\Lib\site-packages\pandas\core\groupby\ops.py:743(group_info)
        1    0.000    0.000    0.001    0.001 C:\Users\decle\PycharmProjects\tws_optionflow_pro_v2\.venv\Lib\site-packages\pandas\core\groupby\ops.py:758(_get_compressed_codes)
        2    0.000    0.000    0.001    0.000 C:\Users\decle\PycharmProjects\tws_optionflow_pro_v2\.venv\Lib\site-packages\pandas\core\internals\construction.py:596(_homogenize)
       19    0.000    0.000    0.001    0.000 C:\Users\decle\PycharmProjects\tws_optionflow_pro_v2\.venv\Lib\site-packages\pandas\core\dtypes\missing.py:261(_isna_array)
        1    0.000    0.000    0.001    0.001 C:\Users\decle\PycharmProjects\tws_optionflow_pro_v2\.venv\Lib\site-packages\pandas\core\tools\datetimes.py:126(_guess_datetime_format_for_array)
        7    0.000    0.000    0.001    0.000 C:\Users\decle\PycharmProjects\tws_optionflow_pro_v2\.venv\Lib\site-packages\pandas\core\groupby\ops.py:523(cython_operation)
        1    0.000    0.000    0.001    0.001 C:\Users\decle\PycharmProjects\tws_optionflow_pro_v2\.venv\Lib\site-packages\pandas\core\series.py:4154(nlargest)
        1    0.000    0.000    0.001    0.001 C:\Users\decle\PycharmProjects\tws_optionflow_pro_v2\.venv\Lib\site-packages\pandas\io\sql.py:2668(execute)
       19    0.000    0.000    0.001    0.000 C:\Users\decle\PycharmProjects\tws_optionflow_pro_v2\.venv\Lib\site-packages\plotly\basedatatypes.py:4768(__contains__)
        1    0.000    0.000    0.001    0.001 C:\Python311\Lib\tempfile.py:539(NamedTemporaryFile)
        1    0.001    0.001    0.001    0.001 {method 'execute' of 'sqlite3.Cursor' objects}
        1    0.000    0.000    0.001    0.001 C:\Users\decle\PycharmProjects\tws_optionflow_pro_v2\.venv\Lib\site-packages\pandas\core\methods\selectn.py:90(compute)
       10    0.000    0.000    0.001    0.000 C:\Users\decle\PycharmProjects\tws_optionflow_pro_v2\.venv\Lib\site-packages\pandas\core\internals\managers.py:623(reindex_indexer)
        7    0.000    0.000    0.001    0.000 C:\Users\decle\PycharmProjects\tws_optionflow_pro_v2\.venv\Lib\site-packages\pandas\core\groupby\ops.py:310(_cython_op_ndim_compat)
        1    0.001    0.001    0.001    0.001 {built-in method load}
        1    0.001    0.001    0.001    0.001 {method 'close' of 'sqlite3.Connection' objects}
        4    0.000    0.000    0.001    0.000 C:\Users\decle\PycharmProjects\tws_optionflow_pro_v2\.venv\Lib\site-packages\pandas\core\indexes\base.py:3820(get_indexer)
        1    0.000    0.000    0.001    0.001 {built-in method io.open}
       69    0.000    0.000    0.001    0.000 C:\Users\decle\PycharmProjects\tws_optionflow_pro_v2\.venv\Lib\site-packages\pandas\core\internals\managers.py:1863(from_array)
  856/846    0.000    0.000    0.001    0.000 C:\Users\decle\PycharmProjects\tws_optionflow_pro_v2\.venv\Lib\site-packages\plotly\basedatatypes.py:4422(_props)
        7    0.000    0.000    0.001    0.000 C:\Users\decle\PycharmProjects\tws_optionflow_pro_v2\.venv\Lib\site-packages\pandas\core\groupby\ops.py:354(_call_cython_op)
       16    0.000    0.000    0.001    0.000 C:\Users\decle\PycharmProjects\tws_optionflow_pro_v2\.venv\Lib\site-packages\pandas\core\indexers\utils.py:419(check_array_indexer)
2008/1989    0.000    0.000    0.001    0.000 {built-in method builtins.getattr}
       25    0.000    0.000    0.001    0.000 C:\Users\decle\PycharmProjects\tws_optionflow_pro_v2\.venv\Lib\site-packages\pandas\core\frame.py:5242(_sanitize_column)
        6    0.000    0.000    0.001    0.000 C:\Users\decle\PycharmProjects\tws_optionflow_pro_v2\.venv\Lib\site-packages\pandas\core\generic.py:6463(astype)
       11    0.000    0.000    0.001    0.000 C:\Users\decle\PycharmProjects\tws_optionflow_pro_v2\.venv\Lib\site-packages\pandas\core\internals\managers.py:1216(_iset_split_block)
    76/38    0.000    0.000    0.001    0.000 C:\Users\decle\PycharmProjects\tws_optionflow_pro_v2\.venv\Lib\site-packages\_plotly_utils\utils.py:379(chomp_empty_strings)
       75    0.000    0.000    0.001    0.000 C:\Users\decle\PycharmProjects\tws_optionflow_pro_v2\.venv\Lib\site-packages\pandas\core\generic.py:807(_set_axis)
        9    0.000    0.000    0.001    0.000 C:\Users\decle\PycharmProjects\tws_optionflow_pro_v2\.venv\Lib\site-packages\pandas\core\internals\managers.py:1298(column_setitem)
        7    0.001    0.000    0.001    0.000 C:\Users\decle\PycharmProjects\tws_optionflow_pro_v2\.venv\Lib\site-packages\pandas\core\dtypes\missing.py:305(_isna_string_dtype)
      129    0.001    0.000    0.001    0.000 {method 'reduce' of 'numpy.ufunc' objects}
        1    0.000    0.000    0.001    0.001 C:\Users\decle\PycharmProjects\tws_optionflow_pro_v2\.venv\Lib\site-packages\plotly\graph_objs\_table.py:918(__init__)
        1    0.000    0.000    0.001    0.001 C:\Python311\Lib\tempfile.py:575(opener)
        1    0.000    0.000    0.001    0.001 C:\Python311\Lib\tempfile.py:244(_mkstemp_inner)
       79    0.000    0.000    0.000    0.000 C:\Users\decle\PycharmProjects\tws_optionflow_pro_v2\.venv\Lib\site-packages\pandas\core\internals\managers.py:1012(iget)
  271/251    0.000    0.000    0.000    0.000 {built-in method numpy.asarray}
   204/70    0.000    0.000    0.000    0.000 C:\Users\decle\PycharmProjects\tws_optionflow_pro_v2\.venv\Lib\site-packages\_plotly_utils\utils.py:288(split_multichar)
       49    0.000    0.000    0.000    0.000 C:\Users\decle\PycharmProjects\tws_optionflow_pro_v2\.venv\Lib\site-packages\plotly\basedatatypes.py:5946(__init__)
        1    0.000    0.000    0.000    0.000 C:\Users\decle\PycharmProjects\tws_optionflow_pro_v2\.venv\Lib\site-packages\plotly\graph_objs\layout\_ternary.py:965(__init__)
        1    0.000    0.000    0.000    0.000 C:\Users\decle\PycharmProjects\tws_optionflow_pro_v2\.venv\Lib\site-packages\plotly\graph_objs\_carpet.py:1635(__init__)
        1    0.000    0.000    0.000    0.000 C:\Users\decle\PycharmProjects\tws_optionflow_pro_v2\.venv\Lib\site-packages\pandas\core\algorithms.py:307(unique)
       27    0.000    0.000    0.000    0.000 C:\Users\decle\PycharmProjects\tws_optionflow_pro_v2\.venv\Lib\site-packages\pandas\core\array_algos\take.py:120(_take_nd_ndarray)
        1    0.000    0.000    0.000    0.000 C:\Users\decle\PycharmProjects\tws_optionflow_pro_v2\.venv\Lib\site-packages\pandas\core\algorithms.py:427(unique_with_mask)
        7    0.000    0.000    0.000    0.000 C:\Users\decle\PycharmProjects\tws_optionflow_pro_v2\.venv\Lib\site-packages\numpy\core\shape_base.py:219(vstack)
     4618    0.000    0.000    0.000    0.000 {method 'append' of 'list' objects}
        1    0.000    0.000    0.000    0.000 {built-in method nt.open}
        1    0.000    0.000    0.000    0.000 C:\Users\decle\PycharmProjects\tws_optionflow_pro_v2\.venv\Lib\site-packages\pandas\core\strings\accessor.py:3191(lower)
       77    0.000    0.000    0.000    0.000 {method 'copy' of 'numpy.ndarray' objects}
        6    0.000    0.000    0.000    0.000 C:\Users\decle\PycharmProjects\tws_optionflow_pro_v2\.venv\Lib\site-packages\pandas\core\internals\blocks.py:1524(where)
      271    0.000    0.000    0.000    0.000 C:\Python311\Lib\re\__init__.py:163(match)
     1108    0.000    0.000    0.000    0.000 C:\Users\decle\PycharmProjects\tws_optionflow_pro_v2\.venv\Lib\site-packages\pandas\core\dtypes\generic.py:37(_check)
       22    0.000    0.000    0.000    0.000 C:\Users\decle\PycharmProjects\tws_optionflow_pro_v2\.venv\Lib\site-packages\pandas\core\internals\blocks.py:1287(take_nd)
       40    0.000    0.000    0.000    0.000 C:\Users\decle\PycharmProjects\tws_optionflow_pro_v2\.venv\Lib\site-packages\plotly\basedatatypes.py:5691(__init__)
        2    0.000    0.000    0.000    0.000 C:\Users\decle\PycharmProjects\tws_optionflow_pro_v2\.venv\Lib\site-packages\pandas\core\frame.py:4130(_getitem_bool_array)
        6    0.000    0.000    0.000    0.000 C:\Users\decle\PycharmProjects\tws_optionflow_pro_v2\.venv\Lib\site-packages\pandas\core\internals\managers.py:421(astype)
       70    0.000    0.000    0.000    0.000 C:\Users\decle\PycharmProjects\tws_optionflow_pro_v2\.venv\Lib\site-packages\pandas\core\frame.py:678(_constructor_sliced_from_mgr)
      182    0.000    0.000    0.000    0.000 C:\Users\decle\PycharmProjects\tws_optionflow_pro_v2\.venv\Lib\site-packages\pandas\core\generic.py:278(__init__)
       25    0.000    0.000    0.000    0.000 C:\Users\decle\PycharmProjects\tws_optionflow_pro_v2\.venv\Lib\site-packages\plotly\basedatatypes.py:5963(__init__)
        1    0.000    0.000    0.000    0.000 C:\Users\decle\PycharmProjects\tws_optionflow_pro_v2\.venv\Lib\site-packages\plotly\graph_objs\_choropleth.py:1825(__init__)
       67    0.000    0.000    0.000    0.000 C:\Users\decle\PycharmProjects\tws_optionflow_pro_v2\.venv\Lib\site-packages\pandas\_config\config.py:145(_get_option)
      554    0.000    0.000    0.000    0.000 {built-in method builtins.hasattr}
        1    0.000    0.000    0.000    0.000 C:\Users\decle\PycharmProjects\tws_optionflow_pro_v2\.venv\Lib\site-packages\plotly\graph_objs\_surface.py:2162(__init__)
        1    0.000    0.000    0.000    0.000 C:\Users\decle\PycharmProjects\tws_optionflow_pro_v2\.venv\Lib\site-packages\plotly\graph_objs\_barpolar.py:1527(__init__)
       12    0.000    0.000    0.000    0.000 C:\Users\decle\PycharmProjects\tws_optionflow_pro_v2\.venv\Lib\site-packages\pandas\core\series.py:6519(sum)
        2    0.000    0.000    0.000    0.000 C:\Users\decle\PycharmProjects\tws_optionflow_pro_v2\.venv\Lib\site-packages\pandas\core\frame.py:5095(insert)
       36    0.000    0.000    0.000    0.000 C:\Users\decle\PycharmProjects\tws_optionflow_pro_v2\.venv\Lib\site-packages\_plotly_utils\basevalidators.py:601(validate_coerce)
       12    0.000    0.000    0.000    0.000 C:\Users\decle\PycharmProjects\tws_optionflow_pro_v2\.venv\Lib\site-packages\pandas\core\generic.py:12498(sum)
      118    0.000    0.000    0.000    0.000 C:\Users\decle\PycharmProjects\tws_optionflow_pro_v2\.venv\Lib\site-packages\pandas\core\generic.py:339(_from_mgr)
        1    0.000    0.000    0.000    0.000 C:\Users\decle\PycharmProjects\tws_optionflow_pro_v2\.venv\Lib\site-packages\pandas\core\accessor.py:95(_getter)
        1    0.000    0.000    0.000    0.000 C:\Users\decle\PycharmProjects\tws_optionflow_pro_v2\.venv\Lib\site-packages\plotly\graph_objs\layout\_polar.py:988(__init__)
        1    0.000    0.000    0.000    0.000 C:\Users\decle\PycharmProjects\tws_optionflow_pro_v2\.venv\Lib\site-packages\plotly\graph_objs\_scatter3d.py:2215(__init__)
        3    0.000    0.000    0.000    0.000 C:\Users\decle\PycharmProjects\tws_optionflow_pro_v2\.venv\Lib\site-packages\pandas\core\series.py:6133(_arith_method)
        1    0.000    0.000    0.000    0.000 C:\Users\decle\PycharmProjects\tws_optionflow_pro_v2\.venv\Lib\site-packages\plotly\graph_objs\_contour.py:2682(__init__)
       37    0.000    0.000    0.000    0.000 C:\Users\decle\PycharmProjects\tws_optionflow_pro_v2\.venv\Lib\site-packages\pandas\core\dtypes\cast.py:1157(maybe_infer_to_datetimelike)
        1    0.000    0.000    0.000    0.000 C:\Users\decle\PycharmProjects\tws_optionflow_pro_v2\.venv\Lib\site-packages\pandas\core\indexes\accessors.py:88(_delegate_property_get)
        2    0.000    0.000    0.000    0.000 C:\Users\decle\PycharmProjects\tws_optionflow_pro_v2\.venv\Lib\site-packages\pandas\core\groupby\ops.py:687(codes)
        4    0.000    0.000    0.000    0.000 C:\Users\decle\PycharmProjects\tws_optionflow_pro_v2\.venv\Lib\site-packages\pandas\core\arraylike.py:58(__ge__)
        1    0.000    0.000    0.000    0.000 C:\Users\decle\PycharmProjects\tws_optionflow_pro_v2\.venv\Lib\site-packages\plotly\graph_objs\_histogram2d.py:2414(__init__)
        2    0.000    0.000    0.000    0.000 C:\Users\decle\PycharmProjects\tws_optionflow_pro_v2\.venv\Lib\site-packages\pandas\core\groupby\ops.py:690(<listcomp>)
     5437    0.000    0.000    0.000    0.000 C:\Python311\Lib\copy.py:182(_deepcopy_atomic)
        4    0.000    0.000    0.000    0.000 C:\Users\decle\PycharmProjects\tws_optionflow_pro_v2\.venv\Lib\site-packages\pandas\core\groupby\grouper.py:689(codes)
       12    0.000    0.000    0.000    0.000 C:\Users\decle\PycharmProjects\tws_optionflow_pro_v2\.venv\Lib\site-packages\pandas\core\generic.py:12459(_min_count_stat_function)
        3    0.000    0.000    0.000    0.000 C:\Users\decle\PycharmProjects\tws_optionflow_pro_v2\.venv\Lib\site-packages\pandas\core\base.py:1371(_arith_method)
        1    0.000    0.000    0.000    0.000 C:\Users\decle\PycharmProjects\tws_optionflow_pro_v2\.venv\Lib\site-packages\plotly\graph_objs\_histogram2dcontour.py:2542(__init__)
      101    0.000    0.000    0.000    0.000 C:\Users\decle\PycharmProjects\tws_optionflow_pro_v2\.venv\Lib\site-packages\pandas\core\generic.py:6284(__getattr__)
       65    0.000    0.000    0.000    0.000 C:\Users\decle\PycharmProjects\tws_optionflow_pro_v2\.venv\Lib\site-packages\plotly\basedatatypes.py:5822(_strip_subplot_suffix_of_1)
        2    0.000    0.000    0.000    0.000 C:\Users\decle\PycharmProjects\tws_optionflow_pro_v2\.venv\Lib\site-packages\pandas\core\groupby\grouper.py:777(_codes_and_uniques)
        1    0.000    0.000    0.000    0.000 C:\Users\decle\PycharmProjects\tws_optionflow_pro_v2\.venv\Lib\site-packages\plotly\graph_objs\_heatmapgl.py:1699(__init__)
        6    0.000    0.000    0.000    0.000 C:\Users\decle\PycharmProjects\tws_optionflow_pro_v2\.venv\Lib\site-packages\pandas\core\internals\blocks.py:723(astype)
        2    0.000    0.000    0.000    0.000 C:\Users\decle\PycharmProjects\tws_optionflow_pro_v2\.venv\Lib\site-packages\pandas\core\algorithms.py:610(factorize)
       11    0.000    0.000    0.000    0.000 C:\Users\decle\PycharmProjects\tws_optionflow_pro_v2\.venv\Lib\site-packages\pandas\core\internals\blocks.py:1935(delete)
        1    0.000    0.000    0.000    0.000 C:\Users\decle\PycharmProjects\tws_optionflow_pro_v2\.venv\Lib\site-packages\plotly\graph_objs\_heatmap.py:2484(__init__)
      150    0.000    0.000    0.000    0.000 C:\Users\decle\PycharmProjects\tws_optionflow_pro_v2\.venv\Lib\site-packages\pandas\core\indexes\base.py:7593(ensure_index)
