         132356 function calls (120601 primitive calls) in 0.384 seconds

   Ordered by: cumulative time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
       10    0.000    0.000    0.000    0.000 C:\Users\decle\PycharmProjects\tws_optionflow_pro_v2\.venv\Lib\site-packages\numpy\core\_methods.py:43(_amin)
        1    0.000    0.000    0.000    0.000 {built-in method io.open_code}
        3    0.000    0.000    0.000    0.000 C:\Users\decle\PycharmProjects\tws_optionflow_pro_v2\.venv\Lib\site-packages\pandas\core\ops\array_ops.py:240(arithmetic_op)
       22    0.000    0.000    0.000    0.000 C:\Users\decle\PycharmProjects\tws_optionflow_pro_v2\.venv\Lib\site-packages\pandas\core\generic.py:2140(<genexpr>)
        1    0.000    0.000    0.000    0.000 C:\Users\decle\PycharmProjects\tws_optionflow_pro_v2\.venv\Lib\site-packages\plotly\graph_objs\bar\_error_y.py:424(__init__)
       32    0.000    0.000    0.000    0.000 C:\Users\decle\PycharmProjects\tws_optionflow_pro_v2\.venv\Lib\site-packages\pandas\core\dtypes\common.py:572(condition)
       16    0.000    0.000    0.000    0.000 C:\Python311\Lib\re\__init__.py:225(compile)
        1    0.000    0.000    0.000    0.000 C:\Users\decle\PycharmProjects\tws_optionflow_pro_v2\.venv\Lib\site-packages\pandas\core\arrays\datetimelike.py:560(_validate_scalar)
        9    0.000    0.000    0.000    0.000 C:\Users\decle\PycharmProjects\tws_optionflow_pro_v2\.venv\Lib\site-packages\numpy\core\fromnumeric.py:2421(all)
      118    0.000    0.000    0.000    0.000 C:\Users\decle\PycharmProjects\tws_optionflow_pro_v2\.venv\Lib\site-packages\pandas\core\construction.py:758(_maybe_repeat)
       16    0.000    0.000    0.000    0.000 C:\Users\decle\PycharmProjects\tws_optionflow_pro_v2\.venv\Lib\site-packages\pandas\core\indexes\base.py:773(_view)
      123    0.000    0.000    0.000    0.000 C:\Users\decle\PycharmProjects\tws_optionflow_pro_v2\.venv\Lib\site-packages\_plotly_utils\basevalidators.py:210(is_simple_array)
        1    0.000    0.000    0.000    0.000 C:\Users\decle\PycharmProjects\tws_optionflow_pro_v2\.venv\Lib\site-packages\pandas\core\array_algos\take.py:353(wrapper)
        1    0.000    0.000    0.000    0.000 C:\Users\decle\PycharmProjects\tws_optionflow_pro_v2\.venv\Lib\site-packages\plotly\graph_objs\layout\_font.py:216(__init__)
        1    0.000    0.000    0.000    0.000 C:\Users\decle\PycharmProjects\tws_optionflow_pro_v2\.venv\Lib\site-packages\plotly\graph_objs\_pie.py:1930(__init__)
       13    0.000    0.000    0.000    0.000 C:\Users\decle\PycharmProjects\tws_optionflow_pro_v2\.venv\Lib\site-packages\pandas\core\internals\managers.py:2311(_fast_count_smallints)
        9    0.000    0.000    0.000    0.000 C:\Users\decle\PycharmProjects\tws_optionflow_pro_v2\.venv\Lib\site-packages\pandas\core\internals\managers.py:2000(external_values)
       10    0.000    0.000    0.000    0.000 C:\Users\decle\PycharmProjects\tws_optionflow_pro_v2\.venv\Lib\site-packages\pandas\core\internals\managers.py:1265(_iset_single)
      198    0.000    0.000    0.000    0.000 {built-in method __new__ of type object at 0x00007FFEA4630FD0}
        1    0.000    0.000    0.000    0.000 C:\Users\decle\PycharmProjects\tws_optionflow_pro_v2\.venv\Lib\site-packages\pandas\core\sorting.py:718(_reorder_by_uniques)
      216    0.000    0.000    0.000    0.000 {method 'split' of 'str' objects}
       14    0.000    0.000    0.000    0.000 C:\Users\decle\PycharmProjects\tws_optionflow_pro_v2\.venv\Lib\site-packages\pandas\core\ops\array_ops.py:352(na_logical_op)
        1    0.000    0.000    0.000    0.000 C:\Users\decle\PycharmProjects\tws_optionflow_pro_v2\.venv\Lib\site-packages\plotly\graph_objs\table\cells\_fill.py:107(__init__)
       10    0.000    0.000    0.000    0.000 C:\Users\decle\PycharmProjects\tws_optionflow_pro_v2\.venv\Lib\site-packages\numpy\core\_ufunc_config.py:33(seterr)
       31    0.000    0.000    0.000    0.000 {built-in method numpy.arange}
        1    0.000    0.000    0.000    0.000 C:\Users\decle\PycharmProjects\tws_optionflow_pro_v2\.venv\Lib\site-packages\plotly\graph_objs\table\header\_fill.py:107(__init__)
       77    0.000    0.000    0.000    0.000 C:\Users\decle\PycharmProjects\tws_optionflow_pro_v2\.venv\Lib\site-packages\pandas\core\generic.py:667(_info_axis)
       57    0.000    0.000    0.000    0.000 C:\Users\decle\PycharmProjects\tws_optionflow_pro_v2\.venv\Lib\site-packages\_plotly_utils\basevalidators.py:178(is_numpy_convertable)
       25    0.000    0.000    0.000    0.000 C:\Users\decle\PycharmProjects\tws_optionflow_pro_v2\.venv\Lib\site-packages\pandas\core\frame.py:4585(_ensure_valid_index)
      123    0.000    0.000    0.000    0.000 C:\Users\decle\PycharmProjects\tws_optionflow_pro_v2\.venv\Lib\site-packages\plotly\basedatatypes.py:5949(_send_prop_set)
       17    0.000    0.000    0.000    0.000 {method 'take' of 'numpy.ndarray' objects}
        7    0.000    0.000    0.000    0.000 C:\Users\decle\PycharmProjects\tws_optionflow_pro_v2\.venv\Lib\site-packages\pandas\core\groupby\generic.py:160(_get_data_to_aggregate)
        4    0.000    0.000    0.000    0.000 C:\Users\decle\PycharmProjects\tws_optionflow_pro_v2\.venv\Lib\site-packages\plotly\graph_objs\__init__.py:282(__getattr__)
        3    0.000    0.000    0.000    0.000 C:\Users\decle\PycharmProjects\tws_optionflow_pro_v2\.venv\Lib\site-packages\pandas\core\indexes\multi.py:903(_set_levels)
       23    0.000    0.000    0.000    0.000 C:\Users\decle\PycharmProjects\tws_optionflow_pro_v2\.venv\Lib\site-packages\pandas\core\generic.py:4402(_check_setitem_copy)
        3    0.000    0.000    0.000    0.000 C:\Users\decle\PycharmProjects\tws_optionflow_pro_v2\.venv\Lib\site-packages\pandas\core\arrays\datetimes.py:2428(maybe_convert_dtype)
       11    0.000    0.000    0.000    0.000 C:\Users\decle\PycharmProjects\tws_optionflow_pro_v2\.venv\Lib\site-packages\pandas\core\internals\managers.py:1128(value_getitem)
        1    0.000    0.000    0.000    0.000 C:\Users\decle\PycharmProjects\tws_optionflow_pro_v2\.venv\Lib\site-packages\pandas\core\groupby\ops.py:776(reconstructed_codes)
       17    0.000    0.000    0.000    0.000 C:\Users\decle\PycharmProjects\tws_optionflow_pro_v2\.venv\Lib\site-packages\pandas\core\dtypes\missing.py:673(na_value_for_dtype)
       48    0.000    0.000    0.000    0.000 C:\Users\decle\PycharmProjects\tws_optionflow_pro_v2\.venv\Lib\site-packages\pandas\core\nanops.py:79(<genexpr>)
        1    0.000    0.000    0.000    0.000 C:\Users\decle\PycharmProjects\tws_optionflow_pro_v2\.venv\Lib\site-packages\plotly\graph_objs\layout\shape\_line.py:134(__init__)
      106    0.000    0.000    0.000    0.000 C:\Users\decle\PycharmProjects\tws_optionflow_pro_v2\.venv\Lib\site-packages\pandas\core\dtypes\common.py:1270(is_1d_only_ea_dtype)
       49    0.000    0.000    0.000    0.000 C:\Python311\Lib\warnings.py:488(__exit__)
       10    0.000    0.000    0.000    0.000 C:\Users\decle\PycharmProjects\tws_optionflow_pro_v2\.venv\Lib\site-packages\pandas\core\groupby\groupby.py:5565(_reindex_output)
      116    0.000    0.000    0.000    0.000 C:\Users\decle\PycharmProjects\tws_optionflow_pro_v2\.venv\Lib\site-packages\pandas\core\internals\managers.py:196(blklocs)
       12    0.000    0.000    0.000    0.000 C:\Users\decle\PycharmProjects\tws_optionflow_pro_v2\.venv\Lib\site-packages\plotly\basedatatypes.py:4591(_prop_defaults)
        1    0.000    0.000    0.000    0.000 C:\Users\decle\PycharmProjects\tws_optionflow_pro_v2\.venv\Lib\site-packages\plotly\graph_objects\__init__.py:282(__getattr__)
        3    0.000    0.000    0.000    0.000 C:\Users\decle\PycharmProjects\tws_optionflow_pro_v2\.venv\Lib\site-packages\pandas\core\indexes\multi.py:1085(_set_codes)
      155    0.000    0.000    0.000    0.000 C:\Users\decle\PycharmProjects\tws_optionflow_pro_v2\.venv\Lib\site-packages\pandas\core\generic.py:572(_get_axis_number)
        2    0.000    0.000    0.000    0.000 C:\Users\decle\PycharmProjects\tws_optionflow_pro_v2\.venv\Lib\site-packages\plotly\basedatatypes.py:5469(_relayout_child)
        1    0.000    0.000    0.000    0.000 C:\Users\decle\PycharmProjects\tws_optionflow_pro_v2\.venv\Lib\site-packages\pandas\core\methods\selectn.py:206(get_indexer)
       58    0.000    0.000    0.000    0.000 {method 'reshape' of 'numpy.ndarray' objects}
        9    0.000    0.000    0.000    0.000 C:\Users\decle\PycharmProjects\tws_optionflow_pro_v2\.venv\Lib\site-packages\pandas\core\internals\managers.py:288(<listcomp>)
        2    0.000    0.000    0.000    0.000 C:\Users\decle\PycharmProjects\tws_optionflow_pro_v2\.venv\Lib\site-packages\pandas\core\arrays\datetimelike.py:373(__getitem__)
       12    0.000    0.000    0.000    0.000 C:\Users\decle\PycharmProjects\tws_optionflow_pro_v2\.venv\Lib\site-packages\pandas\util\_validators.py:271(validate_fillna_kwargs)
      327    0.000    0.000    0.000    0.000 C:\Users\decle\PycharmProjects\tws_optionflow_pro_v2\.venv\Lib\site-packages\pandas\core\generic.py:405(flags)
       15    0.000    0.000    0.000    0.000 C:\Users\decle\PycharmProjects\tws_optionflow_pro_v2\.venv\Lib\site-packages\pandas\core\indexes\multi.py:830(__len__)
        5    0.000    0.000    0.000    0.000 C:\Users\decle\PycharmProjects\tws_optionflow_pro_v2\.venv\Lib\site-packages\numpy\core\_ufunc_config.py:430(__enter__)
       15    0.000    0.000    0.000    0.000 C:\Users\decle\PycharmProjects\tws_optionflow_pro_v2\.venv\Lib\site-packages\pandas\core\internals\blocks.py:259(_standardize_fill_value)
       26    0.000    0.000    0.000    0.000 C:\Users\decle\PycharmProjects\tws_optionflow_pro_v2\.venv\Lib\site-packages\numpy\core\fromnumeric.py:1768(ravel)
        2    0.000    0.000    0.000    0.000 C:\Users\decle\PycharmProjects\tws_optionflow_pro_v2\.venv\Lib\site-packages\plotly\basedatatypes.py:5420(_prop_set_child)
        1    0.000    0.000    0.000    0.000 C:\Users\decle\PycharmProjects\tws_optionflow_pro_v2\.venv\Lib\site-packages\plotly\graph_objs\layout\_hoverlabel.py:326(__init__)
        1    0.000    0.000    0.000    0.000 C:\Users\decle\PycharmProjects\tws_optionflow_pro_v2\.venv\Lib\site-packages\pandas\core\base.py:1028(nunique)
        1    0.000    0.000    0.000    0.000 C:\Users\decle\PycharmProjects\tws_optionflow_pro_v2\.venv\Lib\site-packages\pandas\core\series.py:5820(dropna)
        6    0.000    0.000    0.000    0.000 C:\Users\decle\PycharmProjects\tws_optionflow_pro_v2\src\ui\tabs\flow_tab.py:264(update_card_value)
        1    0.000    0.000    0.000    0.000 C:\Users\decle\PycharmProjects\tws_optionflow_pro_v2\.venv\Lib\site-packages\plotly\graph_objs\layout\_mapbox.py:511(__init__)
      132    0.000    0.000    0.000    0.000 C:\Users\decle\PycharmProjects\tws_optionflow_pro_v2\.venv\Lib\site-packages\pandas\_config\__init__.py:42(warn_copy_on_write)
      140    0.000    0.000    0.000    0.000 C:\Users\decle\PycharmProjects\tws_optionflow_pro_v2\.venv\Lib\site-packages\pandas\core\common.py:152(cast_scalar_indexer)
       28    0.000    0.000    0.000    0.000 C:\Users\decle\PycharmProjects\tws_optionflow_pro_v2\.venv\Lib\site-packages\pandas\core\ops\array_ops.py:410(fill_bool)
       21    0.000    0.000    0.000    0.000 {method 'nonzero' of 'numpy.ndarray' objects}
        8    0.000    0.000    0.000    0.000 C:\Users\decle\PycharmProjects\tws_optionflow_pro_v2\.venv\Lib\site-packages\pandas\core\frame.py:659(_constructor_from_mgr)
        2    0.000    0.000    0.000    0.000 C:\Python311\Lib\functools.py:35(update_wrapper)
       11    0.000    0.000    0.000    0.000 C:\Users\decle\PycharmProjects\tws_optionflow_pro_v2\.venv\Lib\site-packages\pandas\core\indexes\api.py:386(default_index)
        6    0.000    0.000    0.000    0.000 C:\Users\decle\PycharmProjects\tws_optionflow_pro_v2\.venv\Lib\site-packages\_plotly_utils\basevalidators.py:346(present)
        3    0.000    0.000    0.000    0.000 C:\Users\decle\PycharmProjects\tws_optionflow_pro_v2\.venv\Lib\site-packages\pandas\core\algorithms.py:106(_ensure_data)
       57    0.000    0.000    0.000    0.000 C:\Users\decle\PycharmProjects\tws_optionflow_pro_v2\.venv\Lib\site-packages\pandas\core\dtypes\common.py:1331(is_ea_or_datetimelike_dtype)
      157    0.000    0.000    0.000    0.000 C:\Users\decle\PycharmProjects\tws_optionflow_pro_v2\.venv\Lib\site-packages\pandas\core\internals\managers.py:1940(_block)
        1    0.000    0.000    0.000    0.000 C:\Users\decle\PycharmProjects\tws_optionflow_pro_v2\.venv\Lib\site-packages\pandas\core\indexes\base.py:7750(_maybe_try_sort)
        4    0.000    0.000    0.000    0.000 C:\Users\decle\PycharmProjects\tws_optionflow_pro_v2\.venv\Lib\site-packages\pandas\_config\config.py:273(__call__)
        2    0.000    0.000    0.000    0.000 C:\Users\decle\PycharmProjects\tws_optionflow_pro_v2\.venv\Lib\site-packages\pandas\core\indexes\base.py:1809(set_names)
      121    0.000    0.000    0.000    0.000 C:\Users\decle\PycharmProjects\tws_optionflow_pro_v2\.venv\Lib\site-packages\pandas\core\indexes\base.py:3809(<genexpr>)
      174    0.000    0.000    0.000    0.000 C:\Users\decle\PycharmProjects\tws_optionflow_pro_v2\.venv\Lib\site-packages\pandas\core\internals\blocks.py:718(dtype)
       49    0.000    0.000    0.000    0.000 C:\Users\decle\PycharmProjects\tws_optionflow_pro_v2\.venv\Lib\site-packages\pandas\core\indexers\utils.py:62(is_list_like_indexer)
        1    0.000    0.000    0.000    0.000 C:\Users\decle\PycharmProjects\tws_optionflow_pro_v2\.venv\Lib\site-packages\plotly\animation.py:5(__init__)
       25    0.000    0.000    0.000    0.000 C:\Users\decle\PycharmProjects\tws_optionflow_pro_v2\.venv\Lib\site-packages\pandas\core\array_algos\putmask.py:115(extract_bool_array)
       15    0.000    0.000    0.000    0.000 C:\Users\decle\PycharmProjects\tws_optionflow_pro_v2\.venv\Lib\site-packages\pandas\core\series.py:978(__array__)
       10    0.000    0.000    0.000    0.000 {method 'max' of 'numpy.ndarray' objects}
        9    0.000    0.000    0.000    0.000 C:\Users\decle\PycharmProjects\tws_optionflow_pro_v2\.venv\Lib\site-packages\pandas\core\indexing.py:829(_ensure_listlike_indexer)
        1    0.000    0.000    0.000    0.000 C:\Users\decle\PycharmProjects\tws_optionflow_pro_v2\.venv\Lib\site-packages\pandas\core\indexing.py:1756(_get_slice_axis)
       20    0.000    0.000    0.000    0.000 C:\Users\decle\PycharmProjects\tws_optionflow_pro_v2\.venv\Lib\site-packages\pandas\core\dtypes\common.py:992(is_numeric_v_string_like)
       13    0.000    0.000    0.000    0.000 C:\Users\decle\PycharmProjects\tws_optionflow_pro_v2\.venv\Lib\site-packages\pandas\core\array_algos\putmask.py:129(setitem_datetimelike_compat)
       53    0.000    0.000    0.000    0.000 C:\Users\decle\PycharmProjects\tws_optionflow_pro_v2\.venv\Lib\site-packages\pandas\core\indexes\range.py:553(equals)
        1    0.000    0.000    0.000    0.000 C:\Users\decle\PycharmProjects\tws_optionflow_pro_v2\.venv\Lib\site-packages\pandas\core\dtypes\cast.py:1240(_ensure_nanosecond_dtype)
        1    0.000    0.000    0.000    0.000 C:\Users\decle\PycharmProjects\tws_optionflow_pro_v2\.venv\Lib\site-packages\pandas\core\dtypes\missing.py:718(remove_na_arraylike)
      111    0.000    0.000    0.000    0.000 {method 'copy' of 'dict' objects}
       17    0.000    0.000    0.000    0.000 C:\Users\decle\PycharmProjects\tws_optionflow_pro_v2\.venv\Lib\site-packages\pandas\core\indexes\range.py:201(_simple_new)
       36    0.000    0.000    0.000    0.000 C:\Users\decle\PycharmProjects\tws_optionflow_pro_v2\.venv\Lib\site-packages\_plotly_utils\basevalidators.py:511(perform_replacemenet)
        1    0.000    0.000    0.000    0.000 C:\Users\decle\PycharmProjects\tws_optionflow_pro_v2\.venv\Lib\site-packages\pandas\core\sorting.py:268(decons_obs_group_ids)
       76    0.000    0.000    0.000    0.000 C:\Users\decle\PycharmProjects\tws_optionflow_pro_v2\.venv\Lib\site-packages\_plotly_utils\utils.py:399(<listcomp>)
        4    0.000    0.000    0.000    0.000 C:\Users\decle\PycharmProjects\tws_optionflow_pro_v2\.venv\Lib\site-packages\pandas\core\generic.py:2077(__contains__)
        1    0.000    0.000    0.000    0.000 C:\Python311\Lib\tempfile.py:490(__getattr__)
       50    0.000    0.000    0.000    0.000 C:\Users\decle\PycharmProjects\tws_optionflow_pro_v2\.venv\Lib\site-packages\numpy\core\numerictypes.py:283(issubclass_)
        6    0.000    0.000    0.000    0.000 C:\Users\decle\PycharmProjects\tws_optionflow_pro_v2\.venv\Lib\site-packages\pandas\core\indexes\base.py:1010(view)
        9    0.000    0.000    0.000    0.000 C:\Users\decle\PycharmProjects\tws_optionflow_pro_v2\.venv\Lib\site-packages\pandas\core\internals\blocks.py:249(external_values)
       20    0.000    0.000    0.000    0.000 C:\Users\decle\PycharmProjects\tws_optionflow_pro_v2\.venv\Lib\site-packages\pandas\core\internals\blocks.py:230(_can_hold_na)
        4    0.000    0.000    0.000    0.000 {built-in method _operator.ge}
        7    0.000    0.000    0.000    0.000 C:\Users\decle\PycharmProjects\tws_optionflow_pro_v2\.venv\Lib\site-packages\numpy\core\fromnumeric.py:1025(argsort)
        7    0.000    0.000    0.000    0.000 C:\Users\decle\PycharmProjects\tws_optionflow_pro_v2\.venv\Lib\site-packages\pandas\core\dtypes\cast.py:1580(construct_1d_object_array_from_listlike)
       12    0.000    0.000    0.000    0.000 C:\Users\decle\PycharmProjects\tws_optionflow_pro_v2\.venv\Lib\site-packages\plotly\basedatatypes.py:2463(_get_child_prop_defaults)
        9    0.000    0.000    0.000    0.000 C:\Users\decle\PycharmProjects\tws_optionflow_pro_v2\.venv\Lib\site-packages\pandas\core\indexes\multi.py:1102(<genexpr>)
       49    0.000    0.000    0.000    0.000 C:\Python311\Lib\warnings.py:441(__init__)
       77    0.000    0.000    0.000    0.000 C:\Users\decle\PycharmProjects\tws_optionflow_pro_v2\.venv\Lib\site-packages\pandas\core\internals\blocks.py:214(is_extension)
        1    0.000    0.000    0.000    0.000 C:\Users\decle\PycharmProjects\tws_optionflow_pro_v2\.venv\Lib\site-packages\plotly\validators\_data.py:5(__init__)
        1    0.000    0.000    0.000    0.000 C:\Users\decle\PycharmProjects\tws_optionflow_pro_v2\.venv\Lib\site-packages\_plotly_utils\basevalidators.py:432(__init__)
        1    0.000    0.000    0.000    0.000 C:\Users\decle\PycharmProjects\tws_optionflow_pro_v2\.venv\Lib\site-packages\pandas\core\sorting.py:369(nargsort)
      272    0.000    0.000    0.000    0.000 C:\Python311\Lib\typing.py:2287(cast)
       11    0.000    0.000    0.000    0.000 <frozen ntpath>:154(splitdrive)
        3    0.000    0.000    0.000    0.000 C:\Users\decle\PycharmProjects\tws_optionflow_pro_v2\.venv\Lib\site-packages\pandas\core\dtypes\missing.py:380(notna)
        1    0.000    0.000    0.000    0.000 C:\Python311\Lib\functools.py:518(decorating_function)
       25    0.000    0.000    0.000    0.000 C:\Users\decle\PycharmProjects\tws_optionflow_pro_v2\.venv\Lib\site-packages\pandas\core\dtypes\common.py:131(<lambda>)
       67    0.000    0.000    0.000    0.000 C:\Users\decle\PycharmProjects\tws_optionflow_pro_v2\.venv\Lib\site-packages\pandas\_config\config.py:617(_select_options)
      266    0.000    0.000    0.000    0.000 {method 'lower' of 'str' objects}
        1    0.000    0.000    0.000    0.000 C:\Python311\Lib\uuid.py:721(uuid4)
        9    0.000    0.000    0.000    0.000 C:\Users\decle\PycharmProjects\tws_optionflow_pro_v2\.venv\Lib\site-packages\pandas\core\indexing.py:1667(_validate_integer)
       34    0.000    0.000    0.000    0.000 C:\Users\decle\PycharmProjects\tws_optionflow_pro_v2\.venv\Lib\site-packages\pandas\core\internals\managers.py:2177(_grouping_func)
       10    0.000    0.000    0.000    0.000 C:\Users\decle\PycharmProjects\tws_optionflow_pro_v2\.venv\Lib\site-packages\numpy\core\_methods.py:39(_amax)
       29    0.000    0.000    0.000    0.000 C:\Users\decle\PycharmProjects\tws_optionflow_pro_v2\.venv\Lib\site-packages\pandas\core\arrays\datetimes.py:551(dtype)
       15    0.000    0.000    0.000    0.000 C:\Users\decle\PycharmProjects\tws_optionflow_pro_v2\.venv\Lib\site-packages\pandas\core\internals\blocks.py:253(fill_value)
       34    0.000    0.000    0.000    0.000 {method 'remove' of 'list' objects}
       17    0.000    0.000    0.000    0.000 C:\Users\decle\PycharmProjects\tws_optionflow_pro_v2\.venv\Lib\site-packages\pandas\core\series.py:6137(_align_for_op)
       67    0.000    0.000    0.000    0.000 C:\Users\decle\PycharmProjects\tws_optionflow_pro_v2\.venv\Lib\site-packages\pandas\_config\__init__.py:55(using_pyarrow_string_dtype)
        2    0.000    0.000    0.000    0.000 C:\Python311\Lib\_strptime.py:26(_getlang)
      157    0.000    0.000    0.000    0.000 {method 'search' of 're.Pattern' objects}
       14    0.000    0.000    0.000    0.000 {built-in method _operator.and_}
        1    0.000    0.000    0.000    0.000 C:\Users\decle\PycharmProjects\tws_optionflow_pro_v2\.venv\Lib\site-packages\pandas\core\sorting.py:246(_decons_group_index)
        4    0.000    0.000    0.000    0.000 C:\Users\decle\PycharmProjects\tws_optionflow_pro_v2\.venv\Lib\site-packages\pandas\core\indexes\base.py:6415(_is_comparable_dtype)
        5    0.000    0.000    0.000    0.000 {method 'all' of 'numpy.ndarray' objects}
      160    0.000    0.000    0.000    0.000 C:\Users\decle\PycharmProjects\tws_optionflow_pro_v2\.venv\Lib\site-packages\pandas\core\generic.py:363(attrs)
       13    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:1165(_find_and_load)
       71    0.000    0.000    0.000    0.000 C:\Users\decle\PycharmProjects\tws_optionflow_pro_v2\.venv\Lib\site-packages\pandas\_config\config.py:649(_get_deprecated_option)
       23    0.000    0.000    0.000    0.000 C:\Users\decle\PycharmProjects\tws_optionflow_pro_v2\.venv\Lib\site-packages\pandas\core\dtypes\base.py:549(find)
        6    0.000    0.000    0.000    0.000 C:\Users\decle\PycharmProjects\tws_optionflow_pro_v2\.venv\Lib\site-packages\plotly\basedatatypes.py:5762(_process_kwargs)
        1    0.000    0.000    0.000    0.000 C:\Users\decle\PycharmProjects\tws_optionflow_pro_v2\.venv\Lib\site-packages\_plotly_utils\basevalidators.py:2655(validate_coerce)
       54    0.000    0.000    0.000    0.000 C:\Users\decle\PycharmProjects\tws_optionflow_pro_v2\.venv\Lib\site-packages\plotly\basedatatypes.py:84(_make_underscore_key)
       54    0.000    0.000    0.000    0.000 C:\Users\decle\PycharmProjects\tws_optionflow_pro_v2\.venv\Lib\site-packages\_plotly_utils\utils.py:412(__call__)
        7    0.000    0.000    0.000    0.000 C:\Python311\Lib\contextlib.py:132(__enter__)
        2    0.000    0.000    0.000    0.000 C:\Users\decle\PycharmProjects\tws_optionflow_pro_v2\.venv\Lib\site-packages\pandas\core\dtypes\common.py:862(is_datetime64_any_dtype)
       18    0.000    0.000    0.000    0.000 C:\Users\decle\PycharmProjects\tws_optionflow_pro_v2\.venv\Lib\site-packages\pandas\core\indexes\base.py:2776(_is_multi)
        9    0.000    0.000    0.000    0.000 C:\Users\decle\PycharmProjects\tws_optionflow_pro_v2\.venv\Lib\site-packages\numpy\core\fromnumeric.py:53(_wrapfunc)
        2    0.000    0.000    0.000    0.000 C:\Users\decle\PycharmProjects\tws_optionflow_pro_v2\.venv\Lib\site-packages\pandas\core\series.py:872(array)
       15    0.000    0.000    0.000    0.000 {method 'argsort' of 'numpy.ndarray' objects}
      167    0.000    0.000    0.000    0.000 C:\Users\decle\PycharmProjects\tws_optionflow_pro_v2\.venv\Lib\site-packages\pandas\core\flags.py:55(allows_duplicate_labels)
       29    0.000    0.000    0.000    0.000 C:\Users\decle\PycharmProjects\tws_optionflow_pro_v2\.venv\Lib\site-packages\pandas\core\indexes\base.py:591(_ensure_array)
        9    0.000    0.000    0.000    0.000 C:\Users\decle\PycharmProjects\tws_optionflow_pro_v2\.venv\Lib\site-packages\pandas\core\internals\blocks.py:2827(external_values)
       12    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:1035(_resolve_name)
      139    0.000    0.000    0.000    0.000 {method 'pop' of 'list' objects}
       14    0.000    0.000    0.000    0.000 C:\Users\decle\PycharmProjects\tws_optionflow_pro_v2\.venv\Lib\site-packages\pandas\core\indexes\base.py:5676(<genexpr>)
       21    0.000    0.000    0.000    0.000 C:\Users\decle\PycharmProjects\tws_optionflow_pro_v2\.venv\Lib\site-packages\plotly\basedatatypes.py:703(__setattr__)
      191    0.000    0.000    0.000    0.000 {built-in method builtins.callable}
        9    0.000    0.000    0.000    0.000 C:\Users\decle\PycharmProjects\tws_optionflow_pro_v2\.venv\Lib\site-packages\pandas\core\indexes\multi.py:924(<genexpr>)
        1    0.000    0.000    0.000    0.000 C:\Users\decle\PycharmProjects\tws_optionflow_pro_v2\.venv\Lib\site-packages\pandas\core\series.py:1087(_slice)
        2    0.000    0.000    0.000    0.000 C:\Users\decle\PycharmProjects\tws_optionflow_pro_v2\.venv\Lib\site-packages\pandas\core\internals\managers.py:2008(array_values)
       80    0.000    0.000    0.000    0.000 C:\Users\decle\PycharmProjects\tws_optionflow_pro_v2\.venv\Lib\site-packages\pandas\core\indexes\base.py:831(_reset_identity)
       51    0.000    0.000    0.000    0.000 C:\Users\decle\PycharmProjects\tws_optionflow_pro_v2\.venv\Lib\site-packages\pandas\core\dtypes\common.py:529(is_string_or_object_np_dtype)
        7    0.000    0.000    0.000    0.000 C:\Users\decle\PycharmProjects\tws_optionflow_pro_v2\.venv\Lib\site-packages\pandas\core\series.py:914(__len__)
        1    0.000    0.000    0.000    0.000 C:\Python311\Lib\tempfile.py:154(__next__)
        2    0.000    0.000    0.000    0.000 C:\Python311\Lib\locale.py:594(getlocale)
        6    0.000    0.000    0.000    0.000 C:\Users\decle\PycharmProjects\tws_optionflow_pro_v2\.venv\Lib\site-packages\pandas\core\dtypes\common.py:1277(is_extension_array_dtype)
       58    0.000    0.000    0.000    0.000 C:\Users\decle\PycharmProjects\tws_optionflow_pro_v2\.venv\Lib\site-packages\pandas\core\dtypes\common.py:123(<lambda>)
      213    0.000    0.000    0.000    0.000 C:\Users\decle\PycharmProjects\tws_optionflow_pro_v2\.venv\Lib\site-packages\pandas\core\base.py:363(ndim)
        7    0.000    0.000    0.000    0.000 C:\Python311\Lib\contextlib.py:299(helper)
        9    0.000    0.000    0.000    0.000 C:\Users\decle\PycharmProjects\tws_optionflow_pro_v2\.venv\Lib\site-packages\pandas\errors\__init__.py:535(_check_cacher)
       21    0.000    0.000    0.000    0.000 C:\Users\decle\PycharmProjects\tws_optionflow_pro_v2\.venv\Lib\site-packages\pandas\core\groupby\groupby.py:5607(<genexpr>)
       28    0.000    0.000    0.000    0.000 C:\Users\decle\PycharmProjects\tws_optionflow_pro_v2\.venv\Lib\site-packages\pandas\core\internals\blocks.py:219(_can_consolidate)
        5    0.000    0.000    0.000    0.000 C:\Users\decle\PycharmProjects\tws_optionflow_pro_v2\.venv\Lib\site-packages\numpy\core\_methods.py:61(_all)
      126    0.000    0.000    0.000    0.000 C:\Users\decle\PycharmProjects\tws_optionflow_pro_v2\.venv\Lib\site-packages\pandas\core\indexes\base.py:5144(_values)
       17    0.000    0.000    0.000    0.000 C:\Users\decle\PycharmProjects\tws_optionflow_pro_v2\.venv\Lib\site-packages\pandas\core\indexes\frozen.py:76(__getitem__)
